alias,wbgene
Y116A8C.274,WBGene00167650
21ur-6440,WBGene00167651
C11D2.59,WBGene00167651
21ur-14981,WBGene00167652
F26A3.9,WBGene00167652
21ur-12448,WBGene00167653
Y116A8C.275,WBGene00167653
21ur-11463,WBGene00167654
Y105C5B.803,WBGene00167654
21ur-9316,WBGene00167655
M199.83,WBGene00167655
21ur-14746,WBGene00167656
Y41E3.290,WBGene00167656
21ur-11289,WBGene00167657
C35D6.77,WBGene00167657
21ur-10748,WBGene00167658
Y105C5A.692,WBGene00167658
21ur-8776,WBGene00167659
Y57G11C.668,WBGene00167659
21ur-12606,WBGene00167660
Y45F10C.11,WBGene00167660
21ur-6930,WBGene00167661
B0478.13,WBGene00167661
21ur-8995,WBGene00167662
Y67A10A.202,WBGene00167662
21ur-14562,WBGene00167663
Y105C5A.693,WBGene00167663
21ur-7024,WBGene00167664
Y105C5A.694,WBGene00167664
21ur-6004,WBGene00167665
ZK550.28,WBGene00167665
21ur-14246,WBGene00167666
Y105C5A.695,WBGene00167666
21ur-11558,WBGene00167667
Y51H4A.549,WBGene00167667
21ur-7637,WBGene00167668
Y41E3.291,WBGene00167668
21ur-6538,WBGene00167669
Y67A10A.203,WBGene00167669
21ur-7376,WBGene00167670
Y105C5A.696,WBGene00167670
21ur-12337,WBGene00167671
B0496.9,WBGene00167671
21ur-10103,WBGene00167672
R05A10.76,WBGene00167672
21ur-6806,WBGene00167673
C08F11.73,WBGene00167673
21ur-7493,WBGene00167674
Y41E3.292,WBGene00167674
21ur-13091,WBGene00167675
Y105C5A.697,WBGene00167675
21ur-7159,WBGene00167676
Y73B6BL.127,WBGene00167676
21ur-5792,WBGene00167677
Y51H4A.550,WBGene00167677
21ur-12710,WBGene00167678
F58D7.2,WBGene00167678
21ur-9922,WBGene00167679
Y105C5A.698,WBGene00167679
21ur-8804,WBGene00167680
M03D4.39,WBGene00167680
21ur-14431,WBGene00167681
Y105C5A.699,WBGene00167681
21ur-13287,WBGene00167682
F47B7.8,WBGene00167682
21ur-12744,WBGene00167683
Y73F8A.668,WBGene00167683
21ur-11072,WBGene00167684
Y73F8A.669,WBGene00167684
21ur-9174,WBGene00167685
C06G3.13,WBGene00167685
21ur-8667,WBGene00167686
Y57G11C.669,WBGene00167686
21ur-7843,WBGene00167687
C09B9.42,WBGene00167687
21ur-7817,WBGene00167688
F58F9.13,WBGene00167688
21ur-14772,WBGene00167689
ZK970.9,WBGene00167689
21ur-6332,WBGene00167690
Y105C5B.804,WBGene00167690
21ur-6943,WBGene00167691
Y105C5B.805,WBGene00167691
21ur-8164,WBGene00167692
B0350.38,WBGene00167692
21ur-5479,WBGene00167693
Y73F8A.670,WBGene00167693
21ur-12277,WBGene00167694
F45E4.12,WBGene00167694
21ur-6506,WBGene00167695
C39H7.32,WBGene00167695
21ur-8084,WBGene00167696
T06A10.61,WBGene00167696
21ur-9774,WBGene00167697
C52D10.80,WBGene00167697
21ur-12496,WBGene00167698
Y37A1A.95,WBGene00167698
21ur-5779,WBGene00167699
Y51H4A.551,WBGene00167699
21ur-14596,WBGene00167700
Y105C5A.700,WBGene00167700
21ur-13081,WBGene00167701
F52B11.56,WBGene00167701
21ur-7111,WBGene00167702
Y73B6BL.128,WBGene00167702
21ur-11012,WBGene00167703
Y57G11B.142,WBGene00167703
21ur-12749,WBGene00167704
Y57G11B.143,WBGene00167704
21ur-13530,WBGene00167705
Y73F8A.671,WBGene00167705
21ur-7435,WBGene00167706
Y41E3.293,WBGene00167706
21ur-13980,WBGene00167707
C35D6.78,WBGene00167707
21ur-6134,WBGene00167708
B0547.13,WBGene00167708
21ur-11275,WBGene00167709
Y110A7A.22,WBGene00167709
21ur-9568,WBGene00167710
Y105C5B.806,WBGene00167710
21ur-7500,WBGene00167711
Y105C5B.807,WBGene00167711
21ur-13131,WBGene00167712
T08B6.33,WBGene00167712
21ur-7304,WBGene00167713
F37C12.20,WBGene00167713
21ur-15004,WBGene00167714
C09B9.43,WBGene00167714
21ur-8634,WBGene00167715
Y105C5B.808,WBGene00167715
21ur-12681,WBGene00167716
Y51H4A.552,WBGene00167716
21ur-10751,WBGene00167717
Y57G11C.670,WBGene00167717
21ur-8365,WBGene00167718
C39H7.33,WBGene00167718
21ur-6727,WBGene00167719
T06A10.62,WBGene00167719
21ur-13953,WBGene00167720
Y105C5A.701,WBGene00167720
21ur-13749,WBGene00167721
Y105C5B.809,WBGene00167721
21ur-6064,WBGene00167722
Y73F8A.672,WBGene00167722
21ur-5873,WBGene00167723
F52D4.12,WBGene00167723
21ur-13235,WBGene00167724
Y105C5B.810,WBGene00167724
21ur-12434,WBGene00167725
Y57G11C.671,WBGene00167725
21ur-11363,WBGene00167726
C17H12.21,WBGene00167726
21ur-8094,WBGene00167727
C46G7.56,WBGene00167727
21ur-15013,WBGene00167728
C35B8.5,WBGene00167728
21ur-12504,WBGene00167729
Y73F8A.673,WBGene00167729
21ur-7291,WBGene00167730
Y105C5B.811,WBGene00167730
21ur-11370,WBGene00167731
Y105C5B.812,WBGene00167731
21ur-15181,WBGene00167732
F58G6.10,WBGene00167732
21ur-14616,WBGene00167733
Y116A8A.82,WBGene00167733
21ur-9069,WBGene00167734
Y105C5B.813,WBGene00167734
21ur-14993,WBGene00167735
Y57G11B.144,WBGene00167735
21ur-8356,WBGene00167736
Y43D4A.97,WBGene00167736
21ur-12915,WBGene00167737
Y41E3.294,WBGene00167737
21ur-13147,WBGene00167738
M01A10.6,WBGene00167738
21ur-11405,WBGene00167739
T06A10.63,WBGene00167739
21ur-10571,WBGene00167740
Y105C5A.702,WBGene00167740
21ur-9982,WBGene00167741
Y46H3C.8,WBGene00167741
21ur-9455,WBGene00167742
Y57G11C.672,WBGene00167742
21ur-9884,WBGene00167743
C09B9.44,WBGene00167743
21ur-6759,WBGene00167744
Y57G11C.673,WBGene00167744
21ur-7264,WBGene00167745
Y57G11C.674,WBGene00167745
21ur-7283,WBGene00167746
Y105C5B.814,WBGene00167746
21ur-10224,WBGene00167747
Y37A1A.96,WBGene00167747
21ur-7269,WBGene00167748
Y105C5A.703,WBGene00167748
21ur-5784,WBGene00167749
Y105C5A.704,WBGene00167749
21ur-11122,WBGene00167750
Y57G11C.675,WBGene00167750
21ur-11137,WBGene00167751
Y67A10A.204,WBGene00167751
21ur-14943,WBGene00167752
Y73F8A.674,WBGene00167752
21ur-14288,WBGene00167753
Y45F10D.77,WBGene00167753
21ur-11954,WBGene00167754
Y17G9A.43,WBGene00167754
21ur-9880,WBGene00167755
Y10G11A.44,WBGene00167755
21ur-14000,WBGene00167756
Y73F8A.675,WBGene00167756
21ur-11192,WBGene00167757
Y67A10A.205,WBGene00167757
21ur-14686,WBGene00167758
ZK616.35,WBGene00167758
21ur-11977,WBGene00167759
T28B8.7,WBGene00167759
21ur-14571,WBGene00167760
Y57G11B.145,WBGene00167760
21ur-10262,WBGene00167761
M199.84,WBGene00167761
21ur-7908,WBGene00167762
C01B10.20,WBGene00167762
21ur-12101,WBGene00167763
Y51H4A.553,WBGene00167763
21ur-5889,WBGene00167764
Y116A8C.276,WBGene00167764
21ur-6498,WBGene00167765
Y105C5B.815,WBGene00167765
21ur-7893,WBGene00167766
Y51H4A.554,WBGene00167766
21ur-12484,WBGene00167767
Y43D4A.98,WBGene00167767
21ur-5802,WBGene00167768
Y51H4A.555,WBGene00167768
21ur-8910,WBGene00167769
T23G4.77,WBGene00167769
21ur-9727,WBGene00167770
Y105C5B.816,WBGene00167770
21ur-6824,WBGene00167771
Y37A1B.204,WBGene00167771
21ur-9311,WBGene00167772
C10G6.29,WBGene00167772
21ur-10705,WBGene00167773
Y73F8A.676,WBGene00167773
21ur-10358,WBGene00167774
C55C3.39,WBGene00167774
21ur-6554,WBGene00167775
Y116A8C.277,WBGene00167775
21ur-11377,WBGene00167776
T06A10.64,WBGene00167776
21ur-8686,WBGene00167777
ZK381.18,WBGene00167777
21ur-7746,WBGene00167778
Y37A1A.97,WBGene00167778
21ur-12464,WBGene00167779
F13G11.77,WBGene00167779
21ur-10175,WBGene00167780
B0478.14,WBGene00167780
21ur-15684,WBGene00167781
Y73F8A.677,WBGene00167781
21ur-7083,WBGene00167782
C27H2.72,WBGene00167782
21ur-14377,WBGene00167783
B0457.7,WBGene00167783
21ur-14170,WBGene00167784
Y40H7A.198,WBGene00167784
21ur-10155,WBGene00167785
F26D12.48,WBGene00167785
21ur-9657,WBGene00167786
Y41E3.295,WBGene00167786
21ur-15353,WBGene00167787
F13G11.78,WBGene00167787
21ur-11412,WBGene00167788
Y105C5A.705,WBGene00167788
21ur-11995,WBGene00167789
T06A10.65,WBGene00167789
21ur-8161,WBGene00167790
Y67A10A.206,WBGene00167790
21ur-6084,WBGene00167791
Y73F8A.678,WBGene00167791
21ur-8324,WBGene00167792
Y73F8A.679,WBGene00167792
21ur-13346,WBGene00167793
ZK897.6,WBGene00167793
21ur-9878,WBGene00167794
H06H21.21,WBGene00167794
21ur-6914,WBGene00167795
Y105C5B.817,WBGene00167795
21ur-7184,WBGene00167796
Y73F8A.680,WBGene00167796
21ur-7754,WBGene00167797
C24D10.27,WBGene00167797
21ur-6174,WBGene00167799
Y73F8A.681,WBGene00167799
21ur-7605,WBGene00167800
Y73F8A.682,WBGene00167800
21ur-8277,WBGene00167801
E03H12.15,WBGene00167801
21ur-10894,WBGene00167802
Y57G11C.676,WBGene00167802
21ur-9474,WBGene00167803
T02D1.10,WBGene00167803
21ur-10420,WBGene00167804
C47A4.92,WBGene00167804
21ur-6269,WBGene00167805
Y57G11C.677,WBGene00167805
21ur-8118,WBGene00167806
Y57G11C.678,WBGene00167806
21ur-15069,WBGene00167807
Y105C5B.818,WBGene00167807
21ur-12793,WBGene00167808
AC7.32,WBGene00167808
21ur-7262,WBGene00167809
Y73B6BL.129,WBGene00167809
21ur-14865,WBGene00167810
Y57G11C.679,WBGene00167810
21ur-13758,WBGene00167811
Y105C5B.819,WBGene00167811
21ur-7914,WBGene00167812
Y64G10A.212,WBGene00167812
21ur-13815,WBGene00167813
Y73B6BL.130,WBGene00167813
21ur-10446,WBGene00167814
ZK616.36,WBGene00167814
21ur-8729,WBGene00167815
M03D4.40,WBGene00167815
21ur-8225,WBGene00167816
Y17G9A.44,WBGene00167816
21ur-12104,WBGene00167817
Y64G10A.213,WBGene00167817
21ur-9256,WBGene00167818
Y57G11C.680,WBGene00167818
21ur-13491,WBGene00167819
Y57G11C.681,WBGene00167819
21ur-10882,WBGene00167820
C08F11.74,WBGene00167820
21ur-14735,WBGene00167821
H08M21.6,WBGene00167821
21ur-12937,WBGene00167822
F21C3.8,WBGene00167822
21ur-12092,WBGene00167823
Y105C5B.820,WBGene00167823
21ur-9839,WBGene00167824
F16B4.13,WBGene00167824
21ur-6602,WBGene00167825
F26D12.49,WBGene00167825
21ur-14039,WBGene00167826
F52D4.13,WBGene00167826
21ur-11972,WBGene00167827
T08B6.34,WBGene00167827
21ur-10449,WBGene00167828
Y57G11C.682,WBGene00167828
21ur-9608,WBGene00167829
C47A4.93,WBGene00167829
21ur-10871,WBGene00167830
Y4C6B.52,WBGene00167830
21ur-7040,WBGene00167831
Y10G11A.45,WBGene00167831
21ur-12017,WBGene00167832
Y57G11B.146,WBGene00167832
21ur-12541,WBGene00167833
H04M03.39,WBGene00167833
21ur-13464,WBGene00167834
Y51H4A.557,WBGene00167834
21ur-14045,WBGene00167835
Y105C5B.821,WBGene00167835
21ur-12177,WBGene00167836
Y73F8A.683,WBGene00167836
21ur-9133,WBGene00167837
C39H7.34,WBGene00167837
21ur-5845,WBGene00167838
Y40H7A.199,WBGene00167838
21ur-9816,WBGene00167839
Y105C5A.706,WBGene00167839
21ur-9895,WBGene00167840
H32C10.38,WBGene00167840
21ur-8432,WBGene00167841
VY10G11R.40,WBGene00167841
21ur-14976,WBGene00167842
Y46G5A.44,WBGene00167842
21ur-11347,WBGene00167843
Y105C5B.822,WBGene00167843
21ur-9737,WBGene00167845
Y9C9A.64,WBGene00167845
21ur-13861,WBGene00167846
Y105C5A.707,WBGene00167846
21ur-9684,WBGene00167847
ZK616.37,WBGene00167847
21ur-13470,WBGene00167848
Y57G11C.683,WBGene00167848
21ur-6847,WBGene00167849
Y4C6A.32,WBGene00167849
21ur-9929,WBGene00167850
Y105C5B.823,WBGene00167850
21ur-11115,WBGene00167851
Y45F10D.78,WBGene00167851
21ur-10526,WBGene00167852
W03F8.43,WBGene00167852
21ur-7667,WBGene00167853
C47A4.94,WBGene00167853
21ur-9855,WBGene00167854
C09B9.45,WBGene00167854
21ur-14707,WBGene00167855
Y57G11A.128,WBGene00167855
21ur-14602,WBGene00167856
Y51H4A.559,WBGene00167856
21ur-12414,WBGene00167857
Y41E3.296,WBGene00167857
21ur-12228,WBGene00167858
Y9C9A.65,WBGene00167858
21ur-8403,WBGene00167859
Y41E3.297,WBGene00167859
21ur-7749,WBGene00167860
Y57G11C.684,WBGene00167860
21ur-9226,WBGene00167861
Y105C5A.708,WBGene00167861
21ur-6788,WBGene00167862
R05A10.77,WBGene00167862
21ur-12666,WBGene00167863
Y105C5B.824,WBGene00167863
21ur-9853,WBGene00167864
Y105C5A.709,WBGene00167864
21ur-12649,WBGene00167865
Y105C5A.710,WBGene00167865
21ur-12094,WBGene00167866
H04M03.40,WBGene00167866
21ur-14218,WBGene00167867
F52H3.8,WBGene00167867
21ur-6345,WBGene00167868
Y73F8A.684,WBGene00167868
21ur-7025,WBGene00167869
Y57G11B.147,WBGene00167869
21ur-13543,WBGene00167870
Y51H4A.560,WBGene00167870
21ur-9610,WBGene00167871
Y57G11A.129,WBGene00167871
21ur-8563,WBGene00167872
Y116A8B.46,WBGene00167872
21ur-13047,WBGene00167873
C04E7.6,WBGene00167873
21ur-7248,WBGene00167874
Y73B6BL.131,WBGene00167874
21ur-14053,WBGene00167875
Y105C5B.825,WBGene00167875
21ur-15668,WBGene00167876
Y105C5B.826,WBGene00167876
21ur-13167,WBGene00167877
Y116A8C.278,WBGene00167877
21ur-15415,WBGene00167878
F52B11.57,WBGene00167878
21ur-13271,WBGene00167879
Y116A8C.279,WBGene00167879
21ur-14957,WBGene00167880
Y73F8A.685,WBGene00167880
21ur-13834,WBGene00167881
Y51H4A.561,WBGene00167881
21ur-7768,WBGene00167882
Y105C5A.711,WBGene00167882
21ur-12323,WBGene00167883
C06G8.6,WBGene00167883
21ur-8798,WBGene00167884
Y40H7A.200,WBGene00167884
21ur-10413,WBGene00167885
C52D10.81,WBGene00167885
21ur-10990,WBGene00167886
C08F11.75,WBGene00167886
21ur-10168,WBGene00167887
C52D10.82,WBGene00167887
21ur-8280,WBGene00167888
Y7A9A.45,WBGene00167888
21ur-5484,WBGene00167889
F26D12.50,WBGene00167889
21ur-13809,WBGene00167890
Y41E3.298,WBGene00167890
21ur-12493,WBGene00167891
B0350.39,WBGene00167891
21ur-12985,WBGene00167892
Y57G11B.148,WBGene00167892
21ur-8210,WBGene00167893
Y73F8A.686,WBGene00167893
21ur-9576,WBGene00167894
Y105C5A.712,WBGene00167894
21ur-5603,WBGene00167895
Y105C5A.713,WBGene00167895
21ur-10349,WBGene00167896
Y105C5B.827,WBGene00167896
21ur-13198,WBGene00167897
ZK856.17,WBGene00167897
21ur-15264,WBGene00167898
Y43H11AL.4,WBGene00167898
21ur-6531,WBGene00167899
T05A12.5,WBGene00167899
21ur-12386,WBGene00167900
F54C9.13,WBGene00167900
21ur-11481,WBGene00167901
Y57G11C.685,WBGene00167901
21ur-9992,WBGene00167902
ZK354.13,WBGene00167902
21ur-7298,WBGene00167903
Y116A8C.280,WBGene00167903
21ur-8595,WBGene00167904
Y57G11A.130,WBGene00167904
21ur-10776,WBGene00167905
W03F8.44,WBGene00167905
21ur-11948,WBGene00167906
Y51H4A.562,WBGene00167906
21ur-8305,WBGene00167907
Y67A10A.207,WBGene00167907
21ur-10233,WBGene00167908
Y105C5A.714,WBGene00167908
21ur-15144,WBGene00167909
F16H9.3,WBGene00167909
21ur-13161,WBGene00167910
Y57G11A.131,WBGene00167910
21ur-14409,WBGene00167911
Y73F8A.687,WBGene00167911
21ur-15477,WBGene00167912
Y64G10A.214,WBGene00167912
21ur-14876,WBGene00167913
Y40H7A.201,WBGene00167913
21ur-14470,WBGene00167914
R04E5.11,WBGene00167914
21ur-15454,WBGene00167915
Y105C5B.828,WBGene00167915
21ur-14280,WBGene00167916
Y105C5A.715,WBGene00167916
21ur-8672,WBGene00167917
Y64G10A.215,WBGene00167917
21ur-9195,WBGene00167918
C46G7.57,WBGene00167918
21ur-11328,WBGene00167919
C24D10.28,WBGene00167919
21ur-7200,WBGene00167920
Y40H7A.202,WBGene00167920
21ur-9546,WBGene00167921
Y51H4A.563,WBGene00167921
21ur-5571,WBGene00167922
M03D4.41,WBGene00167922
21ur-7207,WBGene00167923
Y4C6A.33,WBGene00167923
21ur-10479,WBGene00167924
C39H7.35,WBGene00167924
21ur-11158,WBGene00167925
ZK1131.1,WBGene00167925
21ur-14207,WBGene00167926
F13G11.79,WBGene00167926
21ur-7462,WBGene00167927
AC7.33,WBGene00167927
21ur-7336,WBGene00167928
Y73F8A.688,WBGene00167928
21ur-11334,WBGene00167929
Y105C5B.829,WBGene00167929
21ur-9074,WBGene00167930
Y64G10A.216,WBGene00167930
21ur-12502,WBGene00167931
H32C10.39,WBGene00167931
21ur-11321,WBGene00167932
Y37A1B.205,WBGene00167932
21ur-10078,WBGene00167933
Y105C5B.830,WBGene00167933
21ur-9424,WBGene00167934
Y65A5A.17,WBGene00167934
21ur-7801,WBGene00167935
Y10G11A.46,WBGene00167935
21ur-15561,WBGene00167936
Y105C5A.716,WBGene00167936
21ur-11478,WBGene00167937
Y57G11B.149,WBGene00167937
21ur-6798,WBGene00167938
C46G7.58,WBGene00167938
21ur-11154,WBGene00167939
T23G4.78,WBGene00167939
21ur-10060,WBGene00167940
Y73F8A.689,WBGene00167940
21ur-8008,WBGene00167941
Y105C5B.831,WBGene00167941
21ur-14250,WBGene00167942
Y105C5A.717,WBGene00167942
21ur-5864,WBGene00167943
Y116A8C.281,WBGene00167943
21ur-14477,WBGene00167944
Y73F8A.690,WBGene00167944
21ur-8711,WBGene00167945
Y116A8A.83,WBGene00167945
21ur-14466,WBGene00167946
Y57G11C.686,WBGene00167946
21ur-12728,WBGene00167947
Y4C6B.53,WBGene00167947
21ur-7416,WBGene00167948
Y105C5A.718,WBGene00167948
21ur-13428,WBGene00167949
F33H1.8,WBGene00167949
21ur-11180,WBGene00167950
Y67A10A.208,WBGene00167950
21ur-14262,WBGene00167951
Y105C5B.832,WBGene00167951
21ur-5803,WBGene00167952
C49A9.24,WBGene00167952
21ur-12626,WBGene00167953
Y105C5B.833,WBGene00167953
21ur-11689,WBGene00167954
Y57G11A.132,WBGene00167954
21ur-15661,WBGene00167955
Y116A8C.282,WBGene00167955
21ur-15574,WBGene00167956
Y67A10A.209,WBGene00167956
21ur-12237,WBGene00167957
T01B11.9,WBGene00167957
21ur-14387,WBGene00167958
Y41E3.299,WBGene00167958
21ur-14784,WBGene00167959
Y105C5A.719,WBGene00167959
21ur-14456,WBGene00167960
Y37A1B.206,WBGene00167960
21ur-6305,WBGene00167961
Y57G11C.687,WBGene00167961
21ur-15530,WBGene00167962
C11D2.60,WBGene00167962
21ur-8176,WBGene00167963
R05A10.78,WBGene00167963
21ur-15358,WBGene00167964
C08F11.76,WBGene00167964
21ur-13729,WBGene00167965
C35D6.79,WBGene00167965
21ur-8207,WBGene00167966
C39H7.36,WBGene00167966
21ur-6702,WBGene00167967
B0513.60,WBGene00167967
21ur-6052,WBGene00167968
Y64G10A.217,WBGene00167968
21ur-9358,WBGene00167969
Y73B6BL.132,WBGene00167969
21ur-13008,WBGene00167970
Y9C9A.66,WBGene00167970
21ur-11859,WBGene00167971
Y17G9A.45,WBGene00167971
21ur-6039,WBGene00167972
Y73F8A.691,WBGene00167972
21ur-9189,WBGene00167973
Y43B11AL.4,WBGene00167973
21ur-6842,WBGene00167974
Y105C5A.720,WBGene00167974
21ur-6049,WBGene00167975
Y105C5B.834,WBGene00167975
21ur-11581,WBGene00167976
Y105C5A.721,WBGene00167976
21ur-6435,WBGene00167977
Y57G11C.688,WBGene00167977
21ur-7318,WBGene00167978
C31H1.47,WBGene00167978
21ur-12336,WBGene00167979
Y57G11C.689,WBGene00167979
21ur-6670,WBGene00167980
Y43D4A.99,WBGene00167980
21ur-14424,WBGene00167981
H12I19.71,WBGene00167981
21ur-15699,WBGene00167982
Y105C5B.835,WBGene00167982
21ur-10737,WBGene00167983
Y51H4A.564,WBGene00167983
21ur-10502,WBGene00167984
Y105C5B.836,WBGene00167984
21ur-10126,WBGene00167985
C08F11.77,WBGene00167985
21ur-5955,WBGene00167986
Y116A8C.283,WBGene00167986
21ur-6451,WBGene00167987
Y105C5B.837,WBGene00167987
21ur-14716,WBGene00167988
F36H12.44,WBGene00167988
21ur-14032,WBGene00167989
Y73F8A.692,WBGene00167989
21ur-10662,WBGene00167990
C09B9.46,WBGene00167990
21ur-5921,WBGene00167991
F55B11.79,WBGene00167991
21ur-6035,WBGene00167992
Y116A8C.284,WBGene00167992
21ur-7549,WBGene00167993
Y57G11C.690,WBGene00167993
21ur-14917,WBGene00167994
Y105C5B.838,WBGene00167994
21ur-8514,WBGene00167995
Y57G11C.691,WBGene00167995
21ur-9527,WBGene00167996
Y67A10A.210,WBGene00167996
21ur-12533,WBGene00167997
Y57G11A.133,WBGene00167997
21ur-10410,WBGene00167998
Y57G11C.692,WBGene00167998
21ur-10035,WBGene00167999
Y105C5A.722,WBGene00167999
21ur-10198,WBGene00168000
Y105C5B.839,WBGene00168000
21ur-8420,WBGene00168001
Y51H4A.565,WBGene00168001
21ur-8091,WBGene00168002
Y41E3.300,WBGene00168002
21ur-6247,WBGene00168003
H08M01.73,WBGene00168003
21ur-7864,WBGene00168004
Y4C6B.54,WBGene00168004
21ur-14937,WBGene00168005
Y40H7A.203,WBGene00168005
21ur-13849,WBGene00168006
Y105C5B.840,WBGene00168006
21ur-5474,WBGene00168007
Y116A8C.285,WBGene00168007
21ur-12791,WBGene00168008
LLC1.59,WBGene00168008
21ur-10952,WBGene00168009
F55B11.80,WBGene00168009
21ur-13228,WBGene00168010
F02H6.48,WBGene00168010
21ur-12810,WBGene00168011
Y57G11C.693,WBGene00168011
21ur-11079,WBGene00168012
F41E6.16,WBGene00168012
21ur-6883,WBGene00168013
Y73B6BL.133,WBGene00168013
21ur-14563,WBGene00168014
Y105C5A.723,WBGene00168014
21ur-13842,WBGene00168015
Y105C5A.724,WBGene00168015
21ur-5688,WBGene00168016
T08B6.35,WBGene00168016
21ur-13099,WBGene00168017
Y105C5A.725,WBGene00168017
21ur-12944,WBGene00168018
Y105C5A.726,WBGene00168018
21ur-11682,WBGene00168019
C06E4.11,WBGene00168019
21ur-9646,WBGene00168020
Y17G9A.46,WBGene00168020
21ur-6682,WBGene00168021
Y105C5B.841,WBGene00168021
21ur-13054,WBGene00168022
W01C9.7,WBGene00168022
21ur-6023,WBGene00168023
Y41E3.301,WBGene00168023
21ur-13564,WBGene00168024
Y57G11C.694,WBGene00168024
21ur-15421,WBGene00168025
Y64G10A.218,WBGene00168025
21ur-11525,WBGene00168026
T27E7.49,WBGene00168026
21ur-9062,WBGene00168027
Y73F8A.693,WBGene00168027
21ur-12294,WBGene00168028
Y73F8A.694,WBGene00168028
21ur-10723,WBGene00168029
Y57G11C.695,WBGene00168029
21ur-7109,WBGene00168030
Y57G11C.696,WBGene00168030
21ur-8743,WBGene00168031
Y57G11C.697,WBGene00168031
21ur-14749,WBGene00168032
Y51H4A.566,WBGene00168032
21ur-6816,WBGene00168033
ZK616.38,WBGene00168033
21ur-8985,WBGene00168034
Y105C5B.842,WBGene00168034
21ur-9115,WBGene00168035
Y57G11C.698,WBGene00168035
21ur-10792,WBGene00168036
R11E3.11,WBGene00168036
21ur-14364,WBGene00168037
Y64G10A.219,WBGene00168037
21ur-12065,WBGene00168038
Y37A1A.98,WBGene00168038
21ur-12309,WBGene00168039
Y105C5B.843,WBGene00168039
21ur-15416,WBGene00168040
Y116A8B.47,WBGene00168040
21ur-13209,WBGene00168041
Y40H7A.204,WBGene00168041
21ur-13082,WBGene00168042
Y17G9A.47,WBGene00168042
21ur-5631,WBGene00168043
M199.85,WBGene00168043
21ur-13924,WBGene00168044
Y105C5B.844,WBGene00168044
21ur-9192,WBGene00168045
F13G11.80,WBGene00168045
21ur-6791,WBGene00168046
Y51H4A.567,WBGene00168046
21ur-14443,WBGene00168047
K08B4.18,WBGene00168047
21ur-14321,WBGene00168048
Y105C5A.727,WBGene00168048
21ur-8422,WBGene00168049
F41H10.18,WBGene00168049
21ur-15219,WBGene00168050
Y105C5A.728,WBGene00168050
21ur-12409,WBGene00168051
Y105C5B.845,WBGene00168051
21ur-6262,WBGene00168052
Y116A8B.48,WBGene00168052
21ur-6096,WBGene00168053
H12I19.72,WBGene00168053
21ur-9972,WBGene00168054
R05A10.79,WBGene00168054
21ur-8622,WBGene00168055
Y67A10A.211,WBGene00168055
21ur-15409,WBGene00168056
F02H6.49,WBGene00168056
21ur-13479,WBGene00168057
Y51H4A.568,WBGene00168057
21ur-12312,WBGene00168058
Y105C5B.846,WBGene00168058
21ur-10492,WBGene00168059
F15D4.10,WBGene00168059
21ur-5835,WBGene00168060
Y41E3.302,WBGene00168060
21ur-5810,WBGene00168061
Y51H4A.569,WBGene00168061
21ur-6491,WBGene00168062
C46G7.59,WBGene00168062
21ur-13170,WBGene00168063
Y73F8A.695,WBGene00168063
21ur-11187,WBGene00168064
Y67A10A.212,WBGene00168064
21ur-10215,WBGene00168065
K08B4.19,WBGene00168065
21ur-6237,WBGene00168066
Y105C5A.729,WBGene00168066
21ur-13664,WBGene00168067
Y67D11A.1,WBGene00168067
21ur-9599,WBGene00168068
F41H10.19,WBGene00168068
21ur-14185,WBGene00168069
Y105C5A.730,WBGene00168069
21ur-5638,WBGene00168070
Y40H7A.205,WBGene00168070
21ur-14119,WBGene00168071
H08M01.74,WBGene00168071
21ur-12580,WBGene00168072
Y105C5A.731,WBGene00168072
21ur-10067,WBGene00168073
Y105C5A.732,WBGene00168073
21ur-10832,WBGene00168074
F13G11.81,WBGene00168074
21ur-15537,WBGene00168075
Y57G11C.699,WBGene00168075
21ur-14600,WBGene00168076
C35D6.80,WBGene00168076
21ur-9825,WBGene00168077
VY10G11R.41,WBGene00168077
21ur-15239,WBGene00168078
Y51H4A.570,WBGene00168078
21ur-12737,WBGene00168079
Y64G10A.220,WBGene00168079
21ur-15249,WBGene00168080
Y40H7A.206,WBGene00168080
21ur-13320,WBGene00168081
C15A11.9,WBGene00168081
21ur-7876,WBGene00168082
Y57G11A.134,WBGene00168082
21ur-10053,WBGene00168083
Y57G11A.135,WBGene00168083
21ur-7483,WBGene00168084
Y105C5A.733,WBGene00168084
21ur-15581,WBGene00168085
Y65A5A.18,WBGene00168085
21ur-15609,WBGene00168086
Y43D4A.100,WBGene00168086
21ur-5940,WBGene00168087
Y105C5A.734,WBGene00168087
21ur-8128,WBGene00168088
W03F8.45,WBGene00168088
21ur-5767,WBGene00168089
F13G11.82,WBGene00168089
21ur-9535,WBGene00168090
Y105C5B.847,WBGene00168090
21ur-11926,WBGene00168091
Y73F8A.696,WBGene00168091
21ur-8837,WBGene00168092
F26D12.51,WBGene00168092
21ur-14777,WBGene00168093
D2024.12,WBGene00168093
21ur-12440,WBGene00168094
C39H7.37,WBGene00168094
21ur-5607,WBGene00168095
F13G11.83,WBGene00168095
21ur-9215,WBGene00168096
Y105C5B.848,WBGene00168096
21ur-14307,WBGene00168097
Y57G11C.700,WBGene00168097
21ur-7652,WBGene00168098
Y17G9A.48,WBGene00168098
21ur-10095,WBGene00168099
